Name,St.No.,Street Name,City,State,Zip,Municipality,Category,
McDonald&#39;s #2,7702,McKnight  Road,Pittsburgh,PA,15237,Ross,Chain Restaurant without Liquor,
McDonald&#39;s #22492,549,Clairton Blvd,Pittsburgh,PA,15236,Pleasant Hills,Chain Restaurant without Liquor,
McDonald&#39;s #24334,400,E Waterfront Dr,Homestead,PA,15120,Homestead,Chain Restaurant without Liquor,
McDonald&#39;s #24444,200,Walmart Dr,Gibsonia,PA,15044,Richland,Chain Restaurant without Liquor,
McDonald&#39;s #2492,2001,Freeport Road,Natrona Heights,PA,15065,Harrison,Chain Restaurant without Liquor,
McDonald&#39;s #24939,100,Davis Boulevard,Pittsburgh,PA,15275,North Fayette,Restaurant without Liquor,
McDonald&#39;s #26447,4618,Wm Flynn Hwy,Gibsonia,PA,15044,Hampton,Chain Restaurant without Liquor,
McDonald&#39;s #27444,1010,4th Ave,Coraopolis,PA,15108,Coraopolis,Chain Restaurant without Liquor,
McDonald&#39;s #2842,4235,Walnut  Street,Mc Keesport,PA,15132,Versailles,Chain Restaurant without Liquor,
McDonald&#39;s #31563,2010,Value Drive,Tarentum,PA,15084,Frazer,Chain Restaurant without Liquor,
McDonald&#39;s #33806,907,Freeport  Road,Pittsburgh,PA,15238,Pittsburgh-112,Chain Restaurant without Liquor,
McDonald&#39;s #3698,2925,Freeport Road,Pittsburgh,PA,15238,Harmar,Chain Restaurant without Liquor,
McDonald&#39;s #428,11591,Frankstown Rd,Pittsburgh,PA,15235,Penn Hills,Chain Restaurant without Liquor,
McDonald&#39;s #442,5261,Library Road,Bethel Park,PA,15102,Bethel Park,Chain Restaurant without Liquor,
McDonald&#39;s #4647,101,Hoffman Blvd,Duquesne,PA,15110,Duquesne,Chain Restaurant without Liquor,
McDonald&#39;s #4817,148,Euclid Avenue,Pittsburgh,PA,15206,Pittsburgh-111,Chain Restaurant without Liquor,
McDonald&#39;s #4939,4557,Ohio River Blvd,Pittsburgh,PA,15202,Bellevue,Chain Restaurant without Liquor,
McDonald&#39;s #5441,2100,Washington Pike,Carnegie,PA,15106,Scott,Chain Restaurant without Liquor,
McDonald&#39;s #5834,2518,Liberty Avenue,Pittsburgh,PA,15226,Pittsburgh-119,Chain Restaurant without Liquor,
McDonald&#39;s #6822,3023,Washington Pike,Bridgeville,PA,15017,South Fayette,Chain Restaurant without Liquor,
McDonald&#39;s #714,10529,Perry Hwy,Wexford,PA,15090,McCandless,Chain Restaurant without Liquor,
McDonald&#39;s #7506,971 ,William Flynn Highway,Glenshaw,PA,15116,Shaler,Chain Restaurant without Liquor,
McDonald&#39;s #7683,6380,Steubenville  Pike,Pittsburgh,PA,15205,Robinson,Chain Restaurant without Liquor,
McDonald&#39;s #7705,82,Fort Couch Road,Pittsburgh,PA,15241,Bethel Park,Chain Restaurant without Liquor,
McDonald&#39;s / Moon Twp,825,Beaver Grade  Road,Coraopolis,PA,15108,Moon,Chain Restaurant without Liquor,
McDonald&#39;s Of Warrendale,19055,Perry Highway,Mars,PA,16046,Marshall,Chain Restaurant without Liquor,
McDonalds,430,Penn Avenue,Pittsburgh,PA,15221,Wilkinsburg,Chain Restaurant without Liquor,
McDonalds,505,Lincoln Highway,North Versailles,PA,15137,North Versailles,Chain Restaurant without Liquor,
McDonalds #12151,363,Perry Highway,Pittsburgh,PA,15229,West View,Chain Restaurant without Liquor,
McDonalds #7560,624,Brownsville Rd,Pittsburgh,PA,15210,Pittsburgh-130,Restaurant without Liquor,
McFadden&#39;s Pittsburgh,211,Shore  Drive,Pittsburgh,PA,15212,Pittsburgh-122,Restaurant with Liquor,
McGinnis Education Ctr,300,23rd St Ext,Pittsburgh,PA,15215,O&#39;Hara,Community Service Facility/Exempt,
McGinnis Sisters Market,3825,Saw Mill Run Blvd,Pittsburgh,PA,15227,Brentwood,Chain Supermarket,
McGinnis Sisters Market,4311,Northern Pike,Monroeville,PA,15146,Monroeville,Chain Supermarket,
McIntyre Elementary School Cafeteria,200,McIntyre Rd,Pittsburgh,PA,15237,Ross,Full Service Kitchen,
McKee Elementary School Cafeteria,1501,Oakdale Road,Oakdale,PA,15071,North Fayette,Full Service Kitchen,
McKee&#39;s Point Marina,100,5th Ave,Mc Keesport,PA,15132,McKeesport,Restaurant without Liquor,
McKees Point Palisades Performing Arts Corp,100,5th Ave,Mc Keesport,PA,15132,McKeesport,Restaurant with Liquor,
McKees Rocks Sunoco A Plus,351,Stanhope Street,Pittsburgh,PA,15204,Pittsburgh-120,Chain Retail/Convenience Store,
McKeesport Beer Barrel,545,5th Ave,Mc Keesport,PA,15132,McKeesport,Restaurant with Liquor,
McKeesport Candy Co,1101,5th Ave,Mc Keesport,PA,15132,McKeesport,Warehouse,
McKeesport Child Development Center,520 ,5th Avenue,Mc Keesport,PA,15132,McKeesport,Child Food Service,
McKeesport Family Center Downtown Head Start,339,5th Ave / 2nd Fl,Mc Keesport,PA,15132,McKeesport,Child Food Service,
McKeesport High / South Hall Cafeteria,1960,Eden Park Blvd,Mc Keesport,PA,15132,McKeesport,Full Service Kitchen,
McKeesport High School Culinary Arts / Tiger Inn,1960,Eden Park  Boulevard,Mc Keesport,PA,15132,McKeesport,Full Service Kitchen,
McKeesport Hospital Cafeteria,1500,5th  Avenue,Mc Keesport,PA,15132,McKeesport,Hospital/Other Institution,
McKeesport Hospital Gift Shop,1500,5th Ave,Mc Keesport,PA,15132,McKeesport,Community Service Facility/Exempt,
McKeesport School District / Founders  Hall,3600,O&#39;Neil Blvd,Mc Keesport,PA,15132,McKeesport,Full Service Kitchen,
McKeesport Turners,2701,Walnut St,Mc Keesport,PA,15132,McKeesport,Restaurant with Liquor,
McKeesport YMCA Outreach Center Crawford,2901,Brownlee  Street,Mc Keesport,PA,15132,McKeesport,Child Food Service,
McKnight  Elementary School Cafeteria,500,Cumberland Rd,Pittsburgh,PA,15237,McCandless,Full Service Kitchen,
McKnight United Methodist Church,600,Fox Dr,Pittsburgh,PA,15237,Ross,Church Kitchen,
McMinn&#39;s Pub,3925,Willow  Avenue,Pittsburgh,PA,15234,Castle Shannon,Restaurant with Liquor,
McNeilly Beer,441,McNeilly Road,Pittsburgh,PA,15226,Baldwin Twp,Restaurant with Liquor,
McNeilly Food Mart,580,McNeilly Rd,Pittsburgh,PA,15226,Baldwin Twp,Packaged Food Only,
Mckees Mart ,3111,Walnut Street,Mc Keesport,PA,15132,McKeesport,Packaged Food Only,
Me Lyng,213,W 8th Ave,Homestead,PA,15120,West Homestead,Restaurant without Liquor,
Meals For Friends,1229,Jefferson Heights  Road,Pittsburgh,PA,15235,Penn Hills,Adult Food Service,
Meals On Wheels / Brentwood ,3725,Brownsville Road,Pittsburgh,PA,15227,Brentwood,Adult Food Service,
Meals On Wheels / Castle Shannon,935,Pine Ave,Pittsburgh,PA,15234,Castle Shannon,Adult Food Service,
Meals On Wheels / Elizabeth Forward Central Highlands Methodist ,100,Timothy  Drive,Elizabeth,PA,15037,Elizabeth Township,Adult Food Service,
Meals On Wheels / Hazelwood,134,Elizabeth  Street,Pittsburgh,PA,15207,Pittsburgh-115,Adult Food Service,
Meals On Wheels / Highlands Area,965,Burtner Road,Natrona Heights,PA,15065,Harrison,Adult Food Service,
Meals On Wheels / McKeesport Area,1406,Cornell Street,Mc Keesport,PA,15132,McKeesport,Adult Food Service,
Meals On Wheels / North Boroughs Sewickley Area,28,Pittsburgh St,Pittsburgh,PA,15202,Emsworth,Adult Food Service,
Meals On Wheels / Riverview,501,2nd Street,Oakmont,PA,15139,Oakmont,Adult Food Service,
Meals On Wheels / South Park,6810,Hilldale Drive,Pittsburgh,PA,15236,South Park,Adult Food Service,
Meals On Wheels / West Hills,1205,Ridge Avenue,Coraopolis,PA,15108,Coraopolis,Adult Food Service,
Meals on Wheels / Aspinwall ,450,Walnut Street,Pittsburgh,PA,15238,Blawnox,Adult Food Service,
Meals on Wheels / Bethel,2999,Bethel Church  Road,Bethel Park,PA,15102,Bethel Park,Adult Food Service,
Meals on Wheels / Brookline St. Mark’s Lutheran ,933,Brookline  Boulevard,Pittsburgh,PA,15226,Pittsburgh-119,Adult Food Service,
Meals on Wheels / East Allegheny,600,Lincoln Hwy,North Versailles,PA,15137,North Versailles,Adult Food Service,
Meals on Wheels / McKnight,517,Sangree Road,Pittsburgh,PA,15237,Ross,Adult Food Service,
Meals on Wheels / North Country,3281,Wexford  Road,Gibsonia,PA,15044,Pine,Adult Food Service,
Meals on Wheels / St Paul&#39;s Church,416,Center &amp; Agatha St,Pitcairn,PA,15140,Pitcairn,Adult Food Service,
Meals on Wheels / West View,100,Bellevue  Avenue,Pittsburgh,PA,15229,West View,Adult Food Service,
Meat &amp; Potatoes,649,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant with Liquor,
Meat Here / ZHM 8747,4903,Baum  Boulevard,Pittsburgh,PA,15213,Pittsburgh-108,Mobile,
Mechanic Coffee Company,707,Railroad  Avenue,Verona,PA,15147,Verona,Restaurant without Liquor,
Mecka Fitness,439,Washington  Road,Pittsburgh,PA,15228,Mt Lebanon,Packaged Food Only,
Mediterra Bakehouse,801,Parkway View Drive,Pittsburgh,PA,15205,Robinson,Food Processor,
Mediterra Cakehouse ,704,Parkway View  Drive,Pittsburgh,PA,15205,Robinson,Food Processor,
Mediterranean Grill,5824,Forbes Ave,Pittsburgh,PA,15217,Pittsburgh-114,Restaurant without Liquor,
Mediterranean Market,2021,E Carson St,Pittsburgh,PA,15203,Pittsburgh-117,Retail/Convenience Store,
Mediterrano,2193,Babcock Boulevard,Pittsburgh,PA,15237,Ross,Restaurant without Liquor,
Mega Deli,995,Greensburg  Pike,East Pittsburgh,PA,15112,Wilkins,Retail/Convenience Store,
Meglio&#39;s Pizza &amp; Sandwiches,500,Garden City Dr,Monroeville,PA,15146,Monroeville,Restaurant without Liquor,
Mei A Asian Grocery,228,5th Avenue,Mc Keesport,PA,15132,McKeesport,Packaged Food Only,
Mei-Mei&#39;s Mandarin Gourmet,305,Wood Street,Pittsburgh,PA,15222,Pittsburgh-101,Restaurant with Liquor,
Mekong Gourmet Restaurant,1429,Potomac Avenue,Pittsburgh,PA,15216,Dormont,Restaurant without Liquor,
Mel&#39;s Fundraising &amp; Catering,5225,N Pennsylvania Ave,Bethel Park,PA,15102,Bethel Park,Food Processor,
Mellon Client Services Center,500,Ross Street,Pittsburgh,PA,15259,Pittsburgh-102,Restaurant without Liquor,
Mellon Middle School Cafeteria,11,Castle Shannon Blvd,Pittsburgh,PA,15228,Mt Lebanon,Full Service Kitchen,
Mellon&#39;s Pub,502,Eden Park Blvd,Mc Keesport,PA,15132,McKeesport,Restaurant with Liquor,
Melrose Tavern,2712,Brownsville Rd,Pittsburgh,PA,15227,Pittsburgh-129,Restaurant with Liquor,
Meme&#39;s Market,1608,Walz Street,Pittsburgh,PA,15212,Pittsburgh-124,Retail/Convenience Store,
Memorial Elementary Cafeteria,3301,South Park Road,Bethel Park,PA,15102,Bethel Park,Full Service Kitchen,
Mendoza Express #1,812,Mansfield Avenue,Pittsburgh,PA,15205,Greentree,Restaurant without Liquor,
Merante Gifts,4723,Liberty Ave,Pittsburgh,PA,15224,Pittsburgh-108,Bakery,
Mercurio&#39;s Gelato &amp; Pizza,5523,Walnut Street,Pittsburgh,PA,15232,Pittsburgh-107,Restaurant with Liquor,
Mercurio&#39;s Mobile ,5523,Walnut  Street,Pittsburgh,PA,15232,Pittsburgh-107,Mobile,
Mercy Behavioral Health Kitchen,330,9th  Street,Pittsburgh,PA,15203,Pittsburgh-117,Adult Food Service,
Mercy Hospital 1847 Cafe,1400,Locust St,Pittsburgh,PA,15219,Pittsburgh-101,Hospital Gov University (limited),
Mercy Market,6,Mercy Street,Pittsburgh,PA,15214,Pittsburgh-125,Packaged Food Only,
Merlino&#39;s Pizza,994,5th Avenue,East Mc Keesport,PA,15035,East McKeesport,Restaurant without Liquor,
Messina&#39;s Pizza &amp; Restaurant,4992,Middle Rd,Gibsonia,PA,15044,Hampton,Restaurant without Liquor,
Metro Preschool &amp; Nursery,332,5th Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Child Food Service,
Metro Preschool &amp; Nursery,940,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Child Food Service,
Metropolitan Baptist Church,22-24,Sampsonia Way,Pittsburgh,PA,15212,Pittsburgh-125,Church Kitchen,
Metz &amp; Assoc Ltd,316,Station Street,Bridgeville,PA,15017,Bridgeville,Commissary,
Mexi-Casa ,3001,Liberty Avenue,Pittsburgh,PA,15217,Dormont,Restaurant with Liquor,
Mezbaan Indian ,111,Smithfield Street,Pittsburgh,PA,15222,Pittsburgh-101,Restaurant without Liquor,
Mezes Foods ,6901,Lynn Way,Pittsburgh,PA,15208,Pittsburgh-114,Food Processor,
Mia Madre Trattoria,500,Pine Hollow Road,Coraopolis,PA,15108,Kennedy,Chain Restaurant with Liquor,
Mia Pizza,4901,Baum Boulevard,Pittsburgh,PA,15213,Pittsburgh-108,Restaurant without Liquor,
Michael A&#39;s,804,Allegheny River Boulevard,Oakmont,PA,15139,Oakmont,Restaurant with Liquor,
Michael Lench Catering,1113,Bradish St,Pittsburgh,PA,15203,Pittsburgh-117,Caterer,
Michael&#39;s Art &amp; Crafts #8662,4801,McKnight Rd,Pittsburgh,PA,15237,Ross,Chain Packaged Food Only,
Michael&#39;s Arts &amp; Crafts #1581,660,Waterfront Dr East,Homestead,PA,15120,Munhall,Chain Retail/Convenience Store,
Michael&#39;s Arts &amp; Crafts #7757,1030,Village Center Drive,Tarentum,PA,15084,Frazer,Chain Packaged Food Only,
Michael&#39;s Arts &amp; Crafts #9186,700,Settlers Ridge Center Drive,Pittsburgh,PA,15205,Robinson,Chain Packaged Food Only,
Michael&#39;s Arts &amp; Crafts #9944,4000,Oxford Dr,Bethel Park,PA,15102,Bethel Park,Chain Packaged Food Only,
Michael&#39;s Arts &amp; Crafts #9990,3759,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Chain Packaged Food Only,
Michael&#39;s Lounge,331,Singer Ave,Mc Kees Rocks,PA,15136,McKees Rocks,Restaurant with Liquor,
Michael&#39;s Neighborhood Griddle,117,Coolsprings Rd,Mc Keesport,PA,15131,White Oak,Mobile,
Michael&#39;s Pizza Bar Restaurant,2612,Sarah St,Pittsburgh,PA,15203,Pittsburgh-116,Restaurant with Liquor,
Michael&#39;s Pub,1111,James St,Turtle Creek,PA,15145,Turtle Creek,Restaurant with Liquor,
Michael&#39;s Restaurant,3052,Churchview,Pittsburgh,PA,15227,Baldwin Boro,Restaurant with Liquor,
Michele&#39;s Mobile Meals,1262,Rte 286,Export,PA,15632,Out Of County,Mobile,
Mickey T&#39;s,1100,Lincoln Hwy,North Versailles,PA,15137,North Versailles,Restaurant with Liquor,
Mickey&#39;s Place &amp; Kennedy Lanes Bowling Center,1625,Pine Hollow  Road,Mc Kees Rocks,PA,15136,Kennedy,Restaurant with Liquor,
Micro Diner,221,Shiloh St,Pittsburgh,PA,15211,Pittsburgh-119,Restaurant without Liquor,
Middle Eastern Mobile Food Unit / Open Flame,2392,Saranac Ave,Pittsburgh,PA,15216,Pittsburgh-119,Mobile,
Middle Road Inn,1822,Middle Road,Glenshaw,PA,15116,Indiana,Restaurant with Liquor,
Middle Road Park Concession ,2026,Middle Road,Glenshaw,PA,15116,Indiana,Adult Food Service,
Mifflin Avenue United Methodist Church ,905,Mifflin Rd,Pittsburgh,PA,15221,Wilkinsburg,Church Kitchen,
Mifflin Social Club,4025,South &amp; Irene St,West Mifflin,PA,15122,West Mifflin,Restaurant with Liquor,
Mike &amp; Tony&#39;s Gyros,1155,Washington Pike,Bridgeville,PA,15017,Collier,Chain Restaurant with Liquor,
Mike &amp; Tony&#39;s Shishkabob,1414,E Carson St,Pittsburgh,PA,15203,Pittsburgh-117,Chain Restaurant without Liquor,
Mike &amp; Tony&#39;s Shishkabob &amp; Gyro,927,Liberty Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Chain Restaurant without Liquor,
Mike &amp; Vic&#39;s Ice Cream Treats,295,Lincoln Hall Road,Elizabeth,PA,15037,Elizabeth Township,Mobile,
Mike&#39;s New Moon Saloon,2059,Saxonburg Boulevard,Gibsonia,PA,15044,West Deer,Restaurant with Liquor,
Mike&#39;s Place,19,Ferry St,Leetsdale,PA,15056,Leetsdale,Restaurant with Liquor,
Mike&#39;s Spot,815,Universal  Road,Pittsburgh,PA,15235,Penn Hills,Retail/Convenience Store,
Mike&#39;s Wife&#39;s Bar &amp; Grill,905,Allegheny  Avenue,Oakmont,PA,15139,Oakmont,Restaurant with Liquor,
Milano Pizza Market,501,Lincoln Ave,Pittsburgh,PA,15202,Bellevue,Restaurant without Liquor,
Milano&#39;s Pizza,3616,William Flynn Highway,Allison Park,PA,15101,Shaler,Restaurant without Liquor,
Milestone / Pizza Di Roma,2809,Brownsville  Road,Pittsburgh,PA,15227,Brentwood,Restaurant with Liquor,
Miley&#39;s BP Food Shop,4100,Steubenville Pike,Pittsburgh,PA,15205,Robinson,Chain Packaged Food Only,
Milky Way,2120,Murray Ave,Pittsburgh,PA,15217,Pittsburgh-114,Restaurant without Liquor,
Millennial Cupcake &amp; Parfait Bar,192,Craig Street,Pittsburgh,PA,15213,Pittsburgh-104,Bakery,
Miller&#39;s Seafood,3853,California Ave,Pittsburgh,PA,15212,Pittsburgh-127,Restaurant with Liquor,
Millers Candy,100,North Avenue,Pittsburgh,PA,15209,Millvale,Food Processor,
Millie&#39;s Ice Cream Processor,6901,Lynn  Way,Pittsburgh,PA,15208,Pittsburgh-114,Food Processor,
Millie&#39;s Mobile ,852,Hutchinson Avenue,Pittsburgh,PA,15218,Edgewood,Mobile,
Millie&#39;s Scoop Shop,232,Highland Avenue,Pittsburgh,PA,15206,Pittsburgh-107,Restaurant without Liquor,
Millvale Diner,307,North Avenue,Pittsburgh,PA,15209,Millvale,Restaurant without Liquor,
Millvale Recreation Ctr,416,Lincoln Avenue,Pittsburgh,PA,15209,Millvale,Community Service Facility/Exempt,
Millvale Sportsmen’s Club,170,Sunny Hill Road,Wexford,PA,15090,Marshall,Social Club-Bar Only,
Mineo&#39;s Pizza,2350,Noblestown Road,Pittsburgh,PA,15205,Pittsburgh-128,Chain Restaurant without Liquor,
Mineo&#39;s Pizza,713 A,Washington Rd,Pittsburgh,PA,15228,Mt Lebanon,Chain Restaurant without Liquor,
Mineo&#39;s Pizza House ,2124,Murray Ave,Pittsburgh,PA,15217,Pittsburgh-114,Chain Restaurant with Liquor,
Minerva Bakery,927,5th Ave,Mc Keesport,PA,15132,McKeesport,Bakery,
Mini-Mitch Quick Stop,304,Ross St,Pittsburgh,PA,15219,Pittsburgh-101,Retail/Convenience Store,
Mish Farms Meat Market,80,Oak Road,Gibsonia,PA,15044,West Deer,Retail/Convenience Store,
Mish Farms Mobile (YWA-9878),80,Oak Road,Gibsonia,PA,15044,West Deer,Mobile,
Misha&#39;s Gallery Restaurant,7355,Frankstown Ave,Pittsburgh,PA,15208,Pittsburgh-113,Restaurant without Liquor,
Miss Meatball Mobile,300,Old Airport  Road,Greensburg,PA,15601,Out Of County,Mobile,
Mission Mahi Mobile,100,Hafner  Avenue,Pittsburgh,PA,15223,Etna,Mobile,
Mitch&#39;s Barbeque ,16070,Perry  Highway,Wexford,PA,15090,Marshall,Chain Restaurant without Liquor,
Mitch&#39;s Mobile #1,4988,Middle Road,Gibsonia,PA,15044,Hampton,Mobile,
Mitch&#39;s Mobile #2,4988,Middle Rd,Gibsonia,PA,15044,Hampton,Mobile,
Mitch&#39;s Mobile #4,4988,Middle Rd,Gibsonia,PA,15044,Hampton,Mobile,
Mitch&#39;s Mobile #5,4988,Middle Rd,Gibsonia,PA,15044,Hampton,Mobile,
Mitchell&#39;s Bar &amp; Restaurant,304,Ross St,Pittsburgh,PA,15219,Pittsburgh-101,Restaurant with Liquor,
Mitchell&#39;s Fish Market,185,Waterfront Drive,Homestead,PA,15120,Homestead,Chain Restaurant with Liquor,
Mitchell&#39;s Fish Market #1313,1500,Washington  Road,Pittsburgh,PA,15228,Mt Lebanon,Chain Restaurant with Liquor,
Mitchell&#39;s Mobile #3,4988,Middle Rd,Gibsonia,PA,15044,Hampton,Mobile,
Mitchell&#39;s Tavern,4632,Centre Ave,Pittsburgh,PA,15213,Pittsburgh-104,Restaurant with Liquor,
Mixed With Love Cake &amp; Cookie Co,250,Pacific Avenue,Pittsburgh,PA,15224,Pittsburgh-108,Transient Caterer,
Mixtape,4907,Penn Avenue,Pittsburgh,PA,15224,Pittsburgh-110,Restaurant with Liquor,
Mm Mm Pizza,2971,South Park Road,Bethel Park,PA,15102,Bethel Park,Chain Restaurant without Liquor,
Mm! Mm! Pizza,5208,Clairton Blvd,Pittsburgh,PA,15236,Baldwin Boro,Chain Restaurant without Liquor,
Mo&#39;Niece&#39;s ,448,St Clair  Avenue,Clairton,PA,15025,Clairton,Restaurant without Liquor,
Mobile Chef Cart,107,Overland  Avenue,Duquesne,PA,15110,Duquesne,Mobile,
Mobile Chef Commissary,107,Overland  Avenue,Duquesne,PA,15110,Duquesne,Commissary,
Mobile Chef Truck ZGF-6667,107,Overland  Avenue,Duquesne,PA,15110,Duquesne,Mobile,
Mobile Munchies,646,Blue Ridge  Road,Pittsburgh,PA,15239,Plum,Mobile,
Modern Cafe,862,Western Avenue,Pittsburgh,PA,15233,Pittsburgh-122,Restaurant with Liquor,
Moe&#39;s Southwest Grill,1597,Washington Pike,Bridgeville,PA,15017,Collier,Chain Restaurant with Liquor,
Moe&#39;s Southwest Grill,10339,Perry  Highway,Wexford,PA,15090,McCandless,Chain Restaurant without Liquor,
Moe&#39;s Southwest Grill,210,Forbes Ave,Pittsburgh,PA,15222,Pittsburgh-101,Chain Restaurant with Liquor,
Moe&#39;s Southwest Grill #327,5432,Campbells Run Road,Pittsburgh,PA,15205,Robinson,Chain Restaurant without Liquor,
Mohan&#39;s Bar &amp; Restaurant,7324,Saltsburg  Road,Pittsburgh,PA,15235,Penn Hills,Restaurant with Liquor,
Moik&#39;s,104,Brownsville Rd,Pittsburgh,PA,15210,Mt Oliver,Restaurant with Liquor,
Moio&#39;s Italian Pastry Shop,4209,Wm Penn Hwy,Monroeville,PA,15146,Monroeville,Bakery,
Molly&#39;s Pizza,1525,Potomac Ave,Pittsburgh,PA,15216,Dormont,Chain Restaurant without Liquor,
Molnar&#39;s Lounge &amp; Restaurant,2550,Hayden  Boulevard,Elizabeth,PA,15037,Forward,Restaurant with Liquor,
Mon Aimee Chocolat,2101,Penn Avenue,Pittsburgh,PA,15222,Pittsburgh-102,Restaurant without Liquor,
Mon Valley School Training Kitchen,555,Lewis Run Rd,Clairton,PA,15025,Jefferson,Full Service Kitchen,
Mon Valley Secondary School Cafeteria,555,Lewis Run Rd,Clairton,PA,15025,Jefferson,Full Service Kitchen,
Monico&#39;s Bar &amp; Grille,3435,Universal Road,Pittsburgh,PA,15239,Plum,Restaurant with Liquor,
Monkey Bar &amp; Grill,703,Clairton Blvd,Pittsburgh,PA,15236,Pleasant Hills,Restaurant with Liquor,
Monroeville Convention Center,209,Mall Blvd,Monroeville,PA,15146,Monroeville,Restaurant with Liquor,
Monroeville Sr Citizen Activity Ctr,6000,Gateway Campus Blvd,Monroeville,PA,15146,Monroeville,Adult Food Service,
Monroeville United Methodist,219,Center Rd,Monroeville,PA,15146,Monroeville,Adult Food Service,
Monroeville VFD #4,4370,Northern Pike,Monroeville,PA,15146,Monroeville,Community Service Facility/Exempt,
